ID,Name,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
235,Tangelos Per Kg,2.085,3,Fruits > Citrus,,,"http://localhost/vege-star/wp-content/uploads/2021/05/TANGELO.png, http://localhost/vege-star/wp-content/uploads/2021/05/tangelo.jpg",,,,,,,,,0
236,Dates USA Per Kg,20.14805,28.99,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/dates.jpg,,,,,,,,,0
251,Nz Green Kiwifruit Per Kg,,2.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/kiwifruit-green.jpg,,,,,,,,,0
252,NZ Gold Kiwifruit Per Kg,,4.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/goldd_370x.jpg,,,,,,,,,0
253,Italian Green Kiwifruit Per Kg,,5.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/kiwifruit-green.jpg,,,,,,,,,0
254,NZ Red Kiwifruit Per Kg,,7.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/red-kiwi.jpg,,,,,,,,,0
255,Paw Paw - Each,,5,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/PawPaw-300x201-1.jpg,,,,,,,,,0
256,Feijoas Per Kg,,4.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/feijoa.png,,,,,,,,,0
257,Apples - Jazz - Per Kg,,4.95,Fruits > Apples &amp; Pears,,,http://localhost/vege-star/wp-content/uploads/2021/05/jazz-apple.jpg,,,,,,,,,0
258,Nashi Pears Per Kg,,4.95,Fruits > Apples &amp; Pears,,,http://localhost/vege-star/wp-content/uploads/2021/05/nashi-.jpg,,,,,,,,,0
259,Pears - Packham (NZ) - Per Kg,,3.95,Fruits > Apples &amp; Pears,,,http://localhost/vege-star/wp-content/uploads/2021/05/packham-pear-stockpic-bulk.jpg,,,,,,,,,0
260,NZ Mandarin Per Kg,,4.95,Fruits > Citrus,,,http://localhost/vege-star/wp-content/uploads/2021/05/mandarin-1.jpg,,,,,,,,,0
261,Mandarin USA - Per Kg,,6.95,Fruits > Citrus,,,http://localhost/vege-star/wp-content/uploads/2021/05/usa-mand.png,,,,,,,,,0
262,Green Cooking Banana Per Kg,,2.99,Fruits > Avocados &amp; Bananas,,,http://localhost/vege-star/wp-content/uploads/2021/05/Cooking-Bananas.png,,,,,,,,,0
263,Tamarillos Red - Per Kg,,10.95,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/tamarillo-red.jpg,,,,,,,,,0
264,Tamarillos Gold - Per Kg,,9.99,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/tamarillo-yellow.png,,,,,,,,,0
279,Dates USA Pre Pack 340gm,,7.99,Fruits > Stonefruit &amp; Tropical,,,http://localhost/vege-star/wp-content/uploads/2021/05/pitted-dates@2x.png,,,,,,,,,0
280,Silverbeet Bunch - Each,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/silverbeet-18863-1.jpg,,,,,,,,,0
281,Spinach Bunched - Each,,5,"Vegetables > Greens &amp; Others, Vegetables > Salad Mixes &amp; Lettuce",,,http://localhost/vege-star/wp-content/uploads/2021/05/spinach.jpg,,,,,,,,,0
282,Lettuce Baby Cos - Twin Pack,,4,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/Baby-Cos-Lettuce.jpg,,,,,,,,,0
283,Lettuce Romaine (Big Cos) - Each,,2.85,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/romaine-lettuce.jpg,,,,,,,,,0
284,Shanghai - Pre packed,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/shanghai.jpg,,,,,,,,,0
285,Pak choi - Pre packed,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/pakchoy.jpg,,,,,,,,,0
286,Celery - Whole,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/celery.jpg,,,,,,,,,0
287,Celery - Half,,2,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/Celery_Half_360x.png,,,,,,,,,0
288,Cabbage Green - Whole,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/cabb.jpg,,,,,,,,,0
289,Cabbage Green - Half,,2,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/abbage.jpg,,,,,,,,,0
290,Cabbage Red - Whole,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/red-cabbage.jpg,,,,,,,,,0
291,Cabbage Red - Half,,2,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/half-red.jpg,,,,,,,,,0
292,Cabbage Savoy - Whole,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/savoy.jpg,,,,,,,,,0
293,Cabbage  Savoy - Half,,2,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/savoy-half.jpg,,,,,,,,,0
308,Cauliflower - Whole,,3,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/cauli.jpg,,,,,,,,,0
309,Cauliflower - Half,,2.5,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/cauliflower-half-vegetables_x700.jpg,,,,,,,,,0
310,Lettuce Iceberg - Each,,4,"Vegetables > Salad Mixes &amp; Lettuce, Vegetables",,,http://localhost/vege-star/wp-content/uploads/2021/05/lettuce-iceberg-vegetables_x700.jpg,,,,,,,,,0
311,Lettuce - Green Oak - Each,,2.5,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/lettuce-green-oak-vegetables_x700.jpg,,,,,,,,,0
312,Lettuce - Red Oak,,1.99,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/lettuce-red-oak-vegetables_x700.jpg,,,,,,,,,0
313,Rocket Salad (150gm) Bag,,3.5,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/wild-roquette-rocket-200g-vegetables_x700.jpg,,,,,,,,,0
314,Mesclun Salad (150gm) Bag,,3.5,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/mesclin-200g-vegetables_x700.jpg,,,,,,,,,0
315,Baby Spinach (300gm) Bag,,4.99,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/baby-spinach-200g-vegetables_x700.jpg,,,,,,,,,0
316,Lettuce Mix (150gm) Bag,,3.5,Vegetables > Salad Mixes &amp; Lettuce,,,http://localhost/vege-star/wp-content/uploads/2021/05/lettuce-mix.jpg,,,,,,,,,0
317,Fresh Coriander (100gm) bag,,3.5,"Vegetables > Herbs\, Sprouts and Chillies",,,http://localhost/vege-star/wp-content/uploads/2021/05/coriander.jpg,,,,,,,,,0
318,Fresh Mint (100g) Bag,,4,"Vegetables > Herbs\, Sprouts and Chillies",,,http://localhost/vege-star/wp-content/uploads/2021/05/mint.jpg,,,,,,,,,0
319,Parsley Bunch,,2.95,"Vegetables > Salad Mixes &amp; Lettuce, Vegetables",,,http://localhost/vege-star/wp-content/uploads/2021/05/parsley-curly-vegetables_x700.jpg,,,,,,,,,0
320,Grapes - Green Seedless - Per Kg,,8.95,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/grapes-green-seedless-produce-of-u-sa-500g-fruit_x700.jpg,,,,,,,,,0
321,Grapes - Red Seedless - Per Kg,,8.95,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/grapes-red-seedless-produce-of-usa-500g-fruit_x700.jpg,,,,,,,,,0
322,Grapes - Black Seedless- Per Kg,,8.85,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/black-grapes.jpg,,,,,,,,,0
336,Chillies Green pre pack tray,,2.99,"Vegetables > Herbs\, Sprouts and Chillies",,,http://localhost/vege-star/wp-content/uploads/2021/05/chillies-green-100g-vegetables_x700.jpg,,,,,,,,,0
337,Chillies Red pre pack tray,,2.99,"Vegetables > Herbs\, Sprouts and Chillies",,,http://localhost/vege-star/wp-content/uploads/2021/05/chillies-red-100g-vegetables_x700.jpg,,,,,,,,,0
338,Tumeric - Per Kg,,15,"Vegetables > Herbs\, Sprouts and Chillies",,,http://localhost/vege-star/wp-content/uploads/2021/05/tumeric.jpg,,,,,,,,,0
339,Eggs Size 6 (caged) 30 pk,,6.5,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/eggs.jpg,,,,,,,,,0
340,Eggs Size 8 (Caged) 20 pk,,7.5,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/eggs.jpg,,,,,,,,,0
341,Local Eggs Free Range 12pk,,7.5,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
342,Eggs Free Range 20pk,,11.5,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/eggg.jpg,,,,,,,,,0
343,Eggs size 7 (caged) 12pk,,4.99,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
344,Eggs Size 6 (caged) 12pk,,4.99,Dairy,,,http://localhost/vege-star/wp-content/uploads/2021/05/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
345,Pumpkin Crown - Whole,,3,"Vegetables > Potatoes\, Onions\, Pumpkins",,,http://localhost/vege-star/wp-content/uploads/2021/05/pumpkin-grey-vegetables_x700.jpg,,,,,,,,,0
346,Pumpkin Crown - Half,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,http://localhost/vege-star/wp-content/uploads/2021/05/pumpkin-grey-half-vegetables_512x.jpg,,,,,,,,,0
347,Pumpkin Crown - Qtr,,1.5,"Vegetables > Potatoes\, Onions\, Pumpkins",,,http://localhost/vege-star/wp-content/uploads/2021/05/pumpkin-grey-qtr-vegetables_512x.jpg,,,,,,,,,0
348,NZ  Buttercup Pumpkin,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,http://localhost/vege-star/wp-content/uploads/2021/05/squash-small.jpg,,,,,,,,,0
363,Pumpkin Butternut,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,http://localhost/vege-star/wp-content/uploads/2021/05/butternut.jpg,,,,,,,,,0
364,Carrot (Ohakune) Per Kg,,1.95,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/carrots-vegetables_x700.jpg,,,,,,,,,0
365,NZ Watermelon - Each,,5,Fruits > Melons &amp; Pineapples,,,http://localhost/vege-star/wp-content/uploads/2021/05/watermelon.jpg,,,,,,,,,0
366,NZ Watermelon - Half,,3,Fruits > Melons &amp; Pineapples,,,http://localhost/vege-star/wp-content/uploads/2021/05/watermelon-half-fruit_x700.jpg,,,,,,,,,0
367,Kamo Kamo - Each,,4,Vegetables > Greens &amp; Others,,,http://localhost/vege-star/wp-content/uploads/2021/05/kamo-kamo-dods_250x250@2x.jpg,,,,,,,,,0
368,NZ Tomatoes Loose Per Kg,,6.95,"Vegetables > Greens &amp; Others, Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/tomatoes-roma-fruit_512x.jpg,,,,,,,,,0
369,NZ Tomatoes Vine Per Kg,,6.95,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/tomatoes-truss-5-per-bunch-fruit_512x.jpg,,,,,,,,,0
370,NZ Acid Free Tomatoes  Per Kg,,3.95,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/tomatoes-mini-roma-200g-fruit_512x.jpg,,,,,,,,,0
371,NZ Blueberries Punnet 120g,,5,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/blueberries-125g-fruit_512x.jpg,,,,,,,,,0
372,NZ Strawberries Punnet (250gm),,5,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/strawberries-queensland-250g-fruit_x700.jpg,,,,,,,,,0
373,Kiwiberries punnet (120gm),,2.95,Fruits > Grapes &amp; Berries,,,http://localhost/vege-star/wp-content/uploads/2021/05/kiwis.gif,,,,,,,,,0
374,Cherry Tomatoes Punnet (250gm),,5,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/cherry-tomato.jpg,,,,,,,,,0
375,Tomatoes - Campari Tray,,4,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/tomato.jpg,,,,,,,,,0
376,Loose Cherry Tomatoes Per Kg,,23.99,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,http://localhost/vege-star/wp-content/uploads/2021/05/cherry-tomato.jpg,,,,,,,,,0
391,Mushroom - White - Per Kg,,13.95,Vegetables > Mushrooms,,,http://localhost/vege-star/wp-content/uploads/2021/05/mushroom-varieties-calloutpage-whitebutton-660x390-1.jpg,,,,,,,,,0
392,Mushroom - Flat - Per Kg,,17.95,Vegetables > Mushrooms,,,http://localhost/vege-star/wp-content/uploads/2021/05/mushrooms.brownflat-500x500-1.jpg,,,,,,,,,0
393,Bananas - Bobby - Bunch,,2.99,Fruits > Avocados &amp; Bananas,,,http://localhost/vege-star/wp-content/uploads/2021/05/bobby-bananas-final2.png,,,,,,,,,0
